Unité	F	f_1 - 5	Score	f_6 - 7	Score	f_8 - 10	Score
"assoir"	2	1	0.4593	0	-0.3679	1	0.148
"flinguer"	3	1	0.3254	0	-0.5519	2	0.3527
"embuches"	2	0	-0.1853	1	0.2431	1	0.148
"plomber"	5	0	-0.4633	4	1.2886	1	-0.6238
"John"	2	0	-0.1853	1	0.2431	1	0.148
"rédemption"	15	1	-0.7302	2	-1.1783	12	2.081
"charlatan"	3	0	-0.278	1	-0.1399	2	0.3527
"chercheur"	2	0	-0.1853	0	-0.3679	2	0.6696
"crépusculaire"	5	0	-0.4633	1	-0.3591	4	0.841
"rougir"	3	0	-0.278	0	-0.5519	3	1.0045
"cowboy"	11	0	-1.0192	1	-1.191	10	2.5438
"messieurs"	2	1	0.4593	1	0.2431	0	-0.5394
"sempiternel"	2	0	-0.1853	2	0.9236	0	-0.5394
"soudainement"	3	1	0.3254	1	-0.1399	1	-0.2549
"far-west"	5	0	-0.4633	3	0.6422	2	-0.2442
"gaffe"	3	1	0.3254	0	-0.5519	2	0.3527
"rockstar"	6	0	-0.5559	0	-1.1038	6	2.009
"distraction"	2	0	-0.1853	0	-0.3679	2	0.6696
"age"	2	0	-0.1853	0	-0.3679	2	0.6696
"industrialisation"	3	0	-0.278	0	-0.5519	3	1.0045
"soustraire"	2	0	-0.1853	1	0.2431	1	0.148
"nuance"	2	1	0.4593	0	-0.3679	1	0.148
"der"	2	0	-0.1853	0	-0.3679	2	0.6696
"spirituel"	3	0	-0.278	0	-0.5519	3	1.0045
"Ouest"	25	1	-1.4747	3	-1.9606	21	3.9379
"grizzly"	7	0	-0.6486	0	-1.2878	7	2.3438
"accroire|accroître"	3	0	-0.278	0	-0.5519	3	1.0045
"intégration"	2	0	-0.1853	1	0.2431	1	0.148
"sobre"	3	0	-0.278	2	0.5601	1	-0.2549
"épilogue"	7	0	-0.6486	4	0.7163	3	-0.2355
"completement"	2	0	-0.1853	0	-0.3679	2	0.6696
"mépriser"	2	0	-0.1853	0	-0.3679	2	0.6696
"Moins"	3	0	-0.278	0	-0.5519	3	1.0045
"fiston"	5	2	0.6079	2	0.2498	1	-0.6238
"diligence"	8	0	-0.7412	1	-0.7541	7	1.666
"cerf"	2	0	-0.1853	0	-0.3679	2	0.6696
"poker"	22	4	-0.2363	2	-2.1616	16	1.959
"tatou"	2	0	-0.1853	0	-0.3679	2	0.6696
"lapin"	6	1	-0.1709	2	-0.1828	3	0.2338
"relous"	5	0	-0.4633	3	0.6422	2	-0.2442
"redemption"	3	0	-0.278	0	-0.5519	3	1.0045
"grouiller"	5	1	0.1832	2	0.2498	2	-0.2442
"contrée"	5	0	-0.4633	1	-0.3591	4	0.841
"racheter"	8	1	-0.2785	3	0.2511	4	0.2579
"quetes"	4	0	-0.3706	1	-0.2431	3	0.5874
"tres"	10	0	-0.9265	3	-0.2785	7	0.9307
"shooter"	16	1	-0.8008	1	-1.9686	14	3.0982
"tire"	5	1	0.1832	3	0.6422	1	-0.6238
"intervenant"	2	0	-0.1853	0	-0.3679	2	0.6696
"couillon"	2	0	-0.1853	0	-0.3679	2	0.6696
"respawn"	2	0	-0.1853	0	-0.3679	2	0.6696
"re-tue"	2	0	-0.1853	0	-0.3679	2	0.6696
"pardonnable"	2	1	0.4593	0	-0.3679	1	0.148
"tousser"	2	1	0.4593	0	-0.3679	1	0.148
"extreme"	3	0	-0.278	1	-0.1399	2	0.3527
"fédéral"	5	0	-0.4633	0	-0.9198	5	1.6741
"cow"	12	0	-1.1118	0	-2.2076	12	4.018
"complice"	2	0	-0.1853	0	-0.3679	2	0.6696
"fermier"	10	0	-0.9265	1	-1.0421	9	2.2473
"repentir"	6	0	-0.5559	0	-1.1038	6	2.009
"cinglant"	3	0	-0.278	0	-0.5519	3	1.0045
"mexicain"	24	2	-0.8751	5	-0.9461	17	1.8796
"pampa"	7	0	-0.6486	1	-0.6164	6	1.3832
"mont"	4	1	0.2411	0	-0.7359	3	0.5874
"GTA"	4	0	-0.3706	0	-0.7359	4	1.3393
"gun-fights"	3	0	-0.278	0	-0.5519	3	1.0045
"spaghetti"	5	0	-0.4633	1	-0.3591	4	0.841
"don"	5	1	0.1832	2	0.2498	2	-0.2442
"couverture"	11	2	-0.1914	0	-2.0237	9	1.7385
"fusillade"	7	1	-0.2229	2	-0.2652	4	0.3782
"ralentir"	11	3	0.448	1	-1.191	7	0.7062
"exterminer"	4	1	0.2411	1	-0.2431	2	0.2011
"dézinguer"	4	0	-0.3706	1	-0.2431	3	0.5874
"veuf|veuve"	5	2	0.6079	2	0.2498	1	-0.6238
"hors-la-loi"	4	0	-0.3706	1	-0.2431	3	0.5874
"botaniste"	3	1	0.3254	0	-0.5519	2	0.3527
"convoiter"	2	0	-0.1853	1	0.2431	1	0.148
"veille"	6	0	-0.5559	0	-1.1038	6	2.009
"Des"	2	0	-0.1853	1	0.2431	1	0.148
"suprématie"	4	1	0.2411	0	-0.7359	3	0.5874
"enfoiré"	2	0	-0.1853	0	-0.3679	2	0.6696
"cougars"	4	0	-0.3706	0	-0.7359	4	1.3393
"déprimant"	2	0	-0.1853	0	-0.3679	2	0.6696
"loufoque"	5	0	-0.4633	3	0.6422	2	-0.2442
"surexploiter"	2	1	0.4593	1	0.2431	0	-0.5394
"téléphoner"	3	1	0.3254	1	-0.1399	1	-0.2549
"diablement"	4	0	-0.3706	1	-0.2431	3	0.5874
"ligoter"	3	0	-0.278	1	-0.1399	2	0.3527
"sniper"	2	0	-0.1853	1	0.2431	1	0.148
"insolite"	2	0	-0.1853	1	0.2431	1	0.148
"grizzli"	3	0	-0.278	3	1.3854	0	-0.809
"interlocuteur"	3	1	0.3254	1	-0.1399	1	-0.2549
"époustoufler"	2	1	0.4593	0	-0.3679	1	0.148
"grange"	3	0	-0.278	0	-0.5519	3	1.0045
"far"	14	2	-0.3205	3	-0.6355	9	0.8567
"west"	14	2	-0.3205	3	-0.6355	9	0.8567
"interpeller"	2	1	0.4593	1	0.2431	0	-0.5394
"monotone"	4	2	0.7726	1	-0.2431	1	-0.4311
"écraser"	6	1	-0.1709	3	0.4641	2	-0.3806
"piéton"	4	0	-0.3706	1	-0.2431	3	0.5874
"moule"	5	2	0.6079	1	-0.3591	2	-0.2442
"gâteau"	2	1	0.4593	0	-0.3679	1	0.148
"outlaw"	2	0	-0.1853	0	-0.3679	2	0.6696
"vacance"	3	1	0.3254	0	-0.5519	2	0.3527
"canasson"	5	0	-0.4633	0	-0.9198	5	1.6741
"val|vaux"	2	1	0.4593	0	-0.3679	1	0.148
"troupeau"	10	0	-0.9265	5	0.6229	5	0.2772
"nord"	4	0	-0.3706	2	0.3678	2	0.2011
"lustre"	4	0	-0.3706	3	0.9135	1	-0.4311
"jadis"	2	0	-0.1853	2	0.9236	0	-0.5394
"obsolescence"	2	0	-0.1853	2	0.9236	0	-0.5394
"inévitablement"	2	0	-0.1853	1	0.2431	1	0.148
"excepter"	2	0	-0.1853	2	0.9236	0	-0.5394
"ranch"	7	1	-0.2229	4	0.7163	2	-0.534
"pionnier"	2	0	-0.1853	1	0.2431	1	0.148
"lasso"	9	1	-0.3369	2	-0.4581	6	0.7306
"bovidés"	2	0	-0.1853	1	0.2431	1	0.148
"pâturage"	2	0	-0.1853	1	0.2431	1	0.148
"pilleur"	3	0	-0.278	2	0.5601	1	-0.2549
"shérif"	4	1	0.2411	2	0.3678	1	-0.4311
"Armadillo"	2	0	-0.1853	1	0.2431	1	0.148
"bourrine"	3	1	0.3254	1	-0.1399	1	-0.2549
"unité"	2	0	-0.1853	2	0.9236	0	-0.5394
"sixième"	3	0	-0.278	1	-0.1399	2	0.3527
"furtif"	3	1	0.3254	2	0.5601	0	-0.809
"pistolero"	5	0	-0.4633	2	0.2498	3	0.3665
"cutscene"	2	0	-0.1853	2	0.9236	0	-0.5394
"dépeçage"	2	0	-0.1853	1	0.2431	1	0.148
"freiner"	2	0	-0.1853	2	0.9236	0	-0.5394
"trucider"	5	3	1.2836	1	-0.3591	1	-0.6238
"désorienter"	3	0	-0.278	1	-0.1399	2	0.3527
"poudre"	4	3	1.6148	1	-0.2431	0	-1.0787
"otage"	3	0	-0.278	2	0.5601	1	-0.2549
"scélérat"	2	0	-0.1853	1	0.2431	1	0.148
"sésame"	2	1	0.4593	1	0.2431	0	-0.5394
"élevé"	3	0	-0.278	1	-0.1399	2	0.3527
"failler"	4	0	-0.3706	2	0.3678	2	0.2011
"implicitement"	2	0	-0.1853	1	0.2431	1	0.148
"dextérité"	6	0	-0.5559	4	0.9493	2	-0.3806
"tangible"	3	0	-0.278	3	1.3854	0	-0.809
"inéluctablement"	2	0	-0.1853	2	0.9236	0	-0.5394
"harmonica"	2	0	-0.1853	2	0.9236	0	-0.5394
"troubler"	2	1	0.4593	1	0.2431	0	-0.5394
"colt"	2	0	-0.1853	1	0.2431	1	0.148
"commerce"	6	0	-0.5559	2	-0.1828	4	0.5584
"frontière"	5	1	0.1832	3	0.6422	1	-0.6238
"criminel"	3	0	-0.278	1	-0.1399	2	0.3527
"dictateur"	5	0	-0.4633	2	0.2498	3	0.3665
"révolu"	5	1	0.1832	1	-0.3591	3	0.3665
"gouvernement"	6	0	-0.5559	3	0.4641	3	0.2338
"secourir"	6	1	-0.1709	3	0.4641	2	-0.3806
"banditos"	5	0	-0.4633	0	-0.9198	5	1.6741
"salopard"	3	0	-0.278	1	-0.1399	2	0.3527
"Compass"	2	0	-0.1853	0	-0.3679	2	0.6696
"Amérique"	3	0	-0.278	0	-0.5519	3	1.0045
"référencer"	2	0	-0.1853	0	-0.3679	2	0.6696
"élaboration"	2	0	-0.1853	1	0.2431	1	0.148
"series"	2	0	-0.1853	0	-0.3679	2	0.6696
"dynamics"	3	0	-0.278	0	-0.5519	3	1.0045
"Rip"	4	0	-0.3706	0	-0.7359	4	1.3393
"very"	2	0	-0.1853	0	-0.3679	2	0.6696
"agencement"	2	0	-0.1853	1	0.2431	1	0.148
"composant"	3	2	1.0153	0	-0.5519	1	-0.2549
"score"	4	0	-0.3706	1	-0.2431	3	0.5874
"based"	2	0	-0.1853	0	-0.3679	2	0.6696
"do"	8	0	-0.7412	0	-1.4718	8	2.6786
"story"	4	0	-0.3706	0	-0.7359	4	1.3393
"real"	5	0	-0.4633	0	-0.9198	5	1.6741
"just"	2	1	0.4593	0	-0.3679	1	0.148
"am"	3	0	-0.278	0	-0.5519	3	1.0045
"playing"	2	0	-0.1853	0	-0.3679	2	0.6696
"why"	2	0	-0.1853	0	-0.3679	2	0.6696
"want"	2	0	-0.1853	0	-0.3679	2	0.6696
"golf"	2	0	-0.1853	1	0.2431	1	0.148
"these"	2	0	-0.1853	0	-0.3679	2	0.6696
"concourir"	2	0	-0.1853	0	-0.3679	2	0.6696
"télévisuel"	2	0	-0.1853	0	-0.3679	2	0.6696
"chant"	2	0	-0.1853	1	0.2431	1	0.148
"guitariste"	3	0	-0.278	0	-0.5519	3	1.0045
"gratte"	5	0	-0.4633	2	0.2498	3	0.3665
"brancher"	5	1	0.1832	0	-0.9198	4	0.841
"applaudir"	5	0	-0.4633	1	-0.3591	4	0.841
"medium"	2	0	-0.1853	0	-0.3679	2	0.6696
"révision"	4	0	-0.3706	0	-0.7359	4	1.3393
"because"	4	0	-0.3706	0	-0.7359	4	1.3393
"worId"	2	0	-0.1853	0	-0.3679	2	0.6696
"remembers"	2	0	-0.1853	0	-0.3679	2	0.6696
"counts"	2	0	-0.1853	0	-0.3679	2	0.6696
"apparentIy"	2	0	-0.1853	0	-0.3679	2	0.6696
"how"	2	0	-0.1853	0	-0.3679	2	0.6696
"many"	3	0	-0.278	0	-0.5519	3	1.0045
"times"	4	0	-0.3706	0	-0.7359	4	1.3393
"did"	3	0	-0.278	0	-0.5519	3	1.0045
"take"	5	0	-0.4633	0	-0.9198	5	1.6741
"he"	6	0	-0.5559	0	-1.1038	6	2.009
"same"	2	0	-0.1853	0	-0.3679	2	0.6696
"wouId"	2	0	-0.1853	0	-0.3679	2	0.6696
"before"	2	0	-0.1853	0	-0.3679	2	0.6696
"right"	2	0	-0.1853	0	-0.3679	2	0.6696
"his"	3	0	-0.278	0	-0.5519	3	1.0045
"classics"	2	0	-0.1853	0	-0.3679	2	0.6696
"parodie"	2	0	-0.1853	1	0.2431	1	0.148
"em"	2	0	-0.1853	1	0.2431	1	0.148
"explicitement"	3	0	-0.278	0	-0.5519	3	1.0045
"Saints"	2	0	-0.1853	0	-0.3679	2	0.6696
"Ni"	2	0	-0.1853	0	-0.3679	2	0.6696
"well"	2	0	-0.1853	0	-0.3679	2	0.6696
"people"	5	0	-0.4633	0	-0.9198	5	1.6741
"bûcher"	2	0	-0.1853	1	0.2431	1	0.148
"avisé"	2	0	-0.1853	0	-0.3679	2	0.6696
"plagiat"	3	0	-0.278	1	-0.1399	2	0.3527
"cacahuète"	2	0	-0.1853	0	-0.3679	2	0.6696
"arc"	7	1	-0.2229	1	-0.6164	5	0.77
"absurdité"	2	0	-0.1853	0	-0.3679	2	0.6696
"audiovisuel"	7	0	-0.6486	0	-1.2878	7	2.3438
"guignol"	5	0	-0.4633	0	-0.9198	5	1.6741
"racisme"	2	0	-0.1853	0	-0.3679	2	0.6696
"intentionnel"	2	0	-0.1853	0	-0.3679	2	0.6696
"idéologique"	2	0	-0.1853	0	-0.3679	2	0.6696
"tarte"	2	0	-0.1853	0	-0.3679	2	0.6696
"raciste"	3	0	-0.278	0	-0.5519	3	1.0045
"dérision"	3	0	-0.278	0	-0.5519	3	1.0045
"conservateur"	2	0	-0.1853	0	-0.3679	2	0.6696
"struggle"	2	0	-0.1853	0	-0.3679	2	0.6696
"relater"	2	0	-0.1853	1	0.2431	1	0.148
"bosse"	4	0	-0.3706	0	-0.7359	4	1.3393
"pessimiste"	2	0	-0.1853	0	-0.3679	2	0.6696
"wesh"	3	1	0.3254	0	-0.5519	2	0.3527
"strip"	2	0	-0.1853	0	-0.3679	2	0.6696
"Parce"	2	1	0.4593	0	-0.3679	1	0.148
"flop"	2	0	-0.1853	0	-0.3679	2	0.6696
"tapis"	2	0	-0.1853	0	-0.3679	2	0.6696
"heads"	2	0	-0.1853	0	-0.3679	2	0.6696
"7èm"	2	0	-0.1853	0	-0.3679	2	0.6696
"basta"	2	1	0.4593	0	-0.3679	1	0.148
"neutre"	2	0	-0.1853	0	-0.3679	2	0.6696
"bullet"	6	0	-0.5559	0	-1.1038	6	2.009
"challenger"	2	0	-0.1853	1	0.2431	1	0.148
"mousse"	3	2	1.0153	0	-0.5519	1	-0.2549
"fouet"	6	1	-0.1709	3	0.4641	2	-0.3806
"somnifère"	2	1	0.4593	0	-0.3679	1	0.148
"pompe"	2	0	-0.1853	0	-0.3679	2	0.6696
"shoot"	13	4	0.6405	4	-0.2882	5	-0.408
"bastion"	2	0	-0.1853	0	-0.3679	2	0.6696
"vâches"	2	0	-0.1853	0	-0.3679	2	0.6696
"masher"	2	0	-0.1853	0	-0.3679	2	0.6696
"desperado"	3	0	-0.278	1	-0.1399	2	0.3527
"simulateur"	3	1	0.3254	0	-0.5519	2	0.3527
"surcroît"	3	1	0.3254	1	-0.1399	1	-0.2549
"mire"	2	0	-0.1853	0	-0.3679	2	0.6696
"contour"	4	0	-0.3706	1	-0.2431	3	0.5874
"aridité"	2	0	-0.1853	0	-0.3679	2	0.6696
"recouvrer"	4	1	0.2411	0	-0.7359	3	0.5874
"orangé"	2	0	-0.1853	1	0.2431	1	0.148
"malencontreusement"	2	1	0.4593	0	-0.3679	1	0.148
"éperdument"	2	1	0.4593	0	-0.3679	1	0.148
"radar"	3	0	-0.278	1	-0.1399	2	0.3527
"cougar"	4	0	-0.3706	1	-0.2431	3	0.5874
"meute"	3	0	-0.278	1	-0.1399	2	0.3527
"gaspiller"	2	1	0.4593	0	-0.3679	1	0.148
"siffler"	2	0	-0.1853	1	0.2431	1	0.148
"contrebas"	2	0	-0.1853	1	0.2431	1	0.148
"colline"	3	0	-0.278	1	-0.1399	2	0.3527
"jaillir"	2	0	-0.1853	0	-0.3679	2	0.6696
"démarrage"	3	0	-0.278	2	0.5601	1	-0.2549
"enchanteur"	4	0	-0.3706	1	-0.2431	3	0.5874
"calquer"	4	0	-0.3706	1	-0.2431	3	0.5874
"sieur"	2	1	0.4593	0	-0.3679	1	0.148
"attractif"	3	2	1.0153	0	-0.5519	1	-0.2549
"sanglier"	4	1	0.2411	0	-0.7359	3	0.5874
"dépecer"	5	1	0.1832	0	-0.9198	4	0.841
"jack"	3	1	0.3254	1	-0.1399	1	-0.2549
"axe"	7	2	0.3963	3	0.3401	2	-0.534
"bof"	2	1	0.4593	1	0.2431	0	-0.5394
"ressemblant"	2	2	1.4329	0	-0.3679	0	-0.5394
"emmêler"	2	1	0.4593	1	0.2431	0	-0.5394
"pinceau"	2	1	0.4593	1	0.2431	0	-0.5394
"assistanat"	2	2	1.4329	0	-0.3679	0	-0.5394
"expert"	6	3	1.0485	0	-1.1038	3	0.2338
"mouvant"	2	1	0.4593	1	0.2431	0	-0.5394
"rafraichissant"	3	1	0.3254	1	-0.1399	1	-0.2549
"touffu"	2	1	0.4593	0	-0.3679	1	0.148
"soundtrack"	2	0	-0.1853	1	0.2431	1	0.148
"délice"	3	0	-0.278	1	-0.1399	2	0.3527
"carabine"	2	0	-0.1853	1	0.2431	1	0.148
"transposer"	6	0	-0.5559	1	-0.4842	5	1.1074
"dépouiller"	3	1	0.3254	1	-0.1399	1	-0.2549
"desert"	2	0	-0.1853	1	0.2431	1	0.148
"red"	2	0	-0.1853	0	-0.3679	2	0.6696
"exporter"	2	0	-0.1853	0	-0.3679	2	0.6696
"arreter"	2	0	-0.1853	1	0.2431	1	0.148
"rio"	2	0	-0.1853	0	-0.3679	2	0.6696
"building"	13	8	3.0263	3	-0.5371	2	-1.6609
"renouvèlement"	2	0	-0.1853	0	-0.3679	2	0.6696
"rural"	3	0	-0.278	1	-0.1399	2	0.3527
"circulation"	2	0	-0.1853	0	-0.3679	2	0.6696
"insignifiant"	4	3	1.6148	0	-0.7359	1	-0.4311
"trio"	5	0	-0.4633	0	-0.9198	5	1.6741
"griller"	3	0	-0.278	1	-0.1399	2	0.3527
"week-end"	2	0	-0.1853	0	-0.3679	2	0.6696
"neigeux"	2	0	-0.1853	0	-0.3679	2	0.6696
"neige"	6	1	-0.1709	1	-0.4842	4	0.5584
"marteler"	2	1	0.4593	0	-0.3679	1	0.148
"griffe"	11	3	0.448	6	0.8511	2	-1.2571
"grandissant"	3	1	0.3254	0	-0.5519	2	0.3527
"apprentissage"	3	0	-0.278	1	-0.1399	2	0.3527
"pente"	3	0	-0.278	0	-0.5519	3	1.0045
"cavalier"	3	0	-0.278	0	-0.5519	3	1.0045
"icône"	2	0	-0.1853	0	-0.3679	2	0.6696
"furieux"	2	0	-0.1853	0	-0.3679	2	0.6696
"chevauchée"	6	1	-0.1709	2	-0.1828	3	0.2338
"décoller"	5	0	-0.4633	3	0.6422	2	-0.2442
"paramètre"	4	1	0.2411	2	0.3678	1	-0.4311
"agissements"	2	2	1.4329	0	-0.3679	0	-0.5394
"moralité"	3	1	0.3254	0	-0.5519	2	0.3527
"Y"	3	1	0.3254	2	0.5601	0	-0.809
"clope"	2	1	0.4593	0	-0.3679	1	0.148
"teneur"	2	1	0.4593	1	0.2431	0	-0.5394
"facial"	2	1	0.4593	1	0.2431	0	-0.5394
"danse"	2	1	0.4593	0	-0.3679	1	0.148
"débiter"	3	2	1.0153	0	-0.5519	1	-0.2549
"refroidir"	2	0	-0.1853	2	0.9236	0	-0.5394
"défouloir"	8	5	2.06	2	-0.3575	1	-1.2606
"vibrer"	3	0	-0.278	1	-0.1399	2	0.3527
"civiliser"	2	0	-0.1853	0	-0.3679	2	0.6696
"rictus"	2	0	-0.1853	0	-0.3679	2	0.6696
"souplesse"	3	0	-0.278	1	-0.1399	2	0.3527
"ours"	5	0	-0.4633	0	-0.9198	5	1.6741
"détestable"	3	1	0.3254	1	-0.1399	1	-0.2549
"rauque"	2	0	-0.1853	0	-0.3679	2	0.6696
"âne"	2	0	-0.1853	0	-0.3679	2	0.6696
"éthéré"	2	0	-0.1853	1	0.2431	1	0.148
"Dead"	2	0	-0.1853	0	-0.3679	2	0.6696
"contradiction"	2	0	-0.1853	1	0.2431	1	0.148
"récurer"	2	1	0.4593	0	-0.3679	1	0.148
"façonner"	5	0	-0.4633	3	0.6422	2	-0.2442
"désabuser"	2	0	-0.1853	1	0.2431	1	0.148
"endiabler"	2	0	-0.1853	0	-0.3679	2	0.6696
"cache"	4	0	-0.3706	2	0.3678	2	0.2011
"gang"	3	0	-0.278	2	0.5601	1	-0.2549
"environ|environs"	5	1	0.1832	3	0.6422	1	-0.6238
"évasion"	2	0	-0.1853	1	0.2431	1	0.148
"insaisissable"	2	0	-0.1853	1	0.2431	1	0.148
"foutoir"	2	1	0.4593	1	0.2431	0	-0.5394
"manipulation"	7	0	-0.6486	7	3.2326	0	-1.8878
"Fallout"	2	0	-0.1853	2	0.9236	0	-0.5394
"adoptif"	2	0	-0.1853	1	0.2431	1	0.148
"Red"	8	0	-0.7412	6	1.6268	2	-0.7006
"insoupçonné"	2	0	-0.1853	1	0.2431	1	0.148
"dégommer"	3	1	0.3254	1	-0.1399	1	-0.2549
"explorateur"	2	0	-0.1853	1	0.2431	1	0.148
"friction"	2	0	-0.1853	0	-0.3679	2	0.6696
"urbain"	4	1	0.2411	0	-0.7359	3	0.5874
"poule"	3	0	-0.278	0	-0.5519	3	1.0045
"spatio-temporel"	2	1	0.4593	0	-0.3679	1	0.148
"dépeindre"	3	0	-0.278	0	-0.5519	3	1.0045
"authenticité"	3	0	-0.278	1	-0.1399	2	0.3527
"antihéros"	4	0	-0.3706	1	-0.2431	3	0.5874
"infiniment"	2	0	-0.1853	0	-0.3679	2	0.6696
"arm"	2	2	1.4329	0	-0.3679	0	-0.5394
"explosif"	2	1	0.4593	1	0.2431	0	-0.5394
"tro"	2	2	1.4329	0	-0.3679	0	-0.5394
"é"	4	1	0.2411	0	-0.7359	3	0.5874
"gta"	3	2	1.0153	0	-0.5519	1	-0.2549
"magnifiquement"	3	1	0.3254	1	-0.1399	1	-0.2549
"ode"	2	0	-0.1853	1	0.2431	1	0.148
"bison"	3	0	-0.278	0	-0.5519	3	1.0045
"flic"	3	1	0.3254	0	-0.5519	2	0.3527
"néant"	6	4	1.834	1	-0.4842	1	-0.8282
"échauffourée"	2	0	-0.1853	0	-0.3679	2	0.6696
"fleurir"	2	0	-0.1853	0	-0.3679	2	0.6696
"indifférence"	2	0	-0.1853	1	0.2431	1	0.148
"clone"	4	3	1.6148	0	-0.7359	1	-0.4311
"eye"	2	0	-0.1853	0	-0.3679	2	0.6696
"jouir"	3	1	0.3254	0	-0.5519	2	0.3527
"As"	2	0	-0.1853	0	-0.3679	2	0.6696
"particulierement"	3	0	-0.278	2	0.5601	1	-0.2549
"extase"	3	0	-0.278	3	1.3854	0	-0.809
"premiere"	2	0	-0.1853	1	0.2431	1	0.148
"militaire"	44	16	2.2347	20	1.0565	8	-4.0195
"prémices"	2	0	-0.1853	0	-0.3679	2	0.6696
"gouvernemental"	2	0	-0.1853	1	0.2431	1	0.148
"respectueux"	4	0	-0.3706	1	-0.2431	3	0.5874
"collectables"	2	0	-0.1853	0	-0.3679	2	0.6696
"castor"	2	0	-0.1853	0	-0.3679	2	0.6696
"tente"	2	0	-0.1853	0	-0.3679	2	0.6696
"dégoter"	3	0	-0.278	0	-0.5519	3	1.0045
"verre"	5	0	-0.4633	0	-0.9198	5	1.6741
"policier"	5	0	-0.4633	1	-0.3591	4	0.841
"nana"	2	1	0.4593	1	0.2431	0	-0.5394
"alcoolique"	2	1	0.4593	1	0.2431	0	-0.5394
"police"	3	1	0.3254	0	-0.5519	2	0.3527
"perpétuel"	2	0	-0.1853	0	-0.3679	2	0.6696
"job"	2	0	-0.1853	0	-0.3679	2	0.6696
"gangster"	2	0	-0.1853	0	-0.3679	2	0.6696
"bain"	6	0	-0.5559	3	0.4641	3	0.2338
"enneiger"	2	0	-0.1853	0	-0.3679	2	0.6696
"pion"	2	1	0.4593	0	-0.3679	1	0.148
"lutte"	4	0	-0.3706	0	-0.7359	4	1.3393
"essouffler"	2	0	-0.1853	1	0.2431	1	0.148
"rivière"	2	0	-0.1853	2	0.9236	0	-0.5394
"revolver"	4	0	-0.3706	2	0.3678	2	0.2011
"pognon"	2	0	-0.1853	2	0.9236	0	-0.5394
"happer"	5	0	-0.4633	3	0.6422	2	-0.2442
"déguiser"	2	0	-0.1853	2	0.9236	0	-0.5394
"wild"	2	0	-0.1853	0	-0.3679	2	0.6696
"canyon"	3	0	-0.278	0	-0.5519	3	1.0045
"soit-disant"	2	0	-0.1853	1	0.2431	1	0.148
"scie"	2	0	-0.1853	2	0.9236	0	-0.5394
"gunfight"	2	0	-0.1853	0	-0.3679	2	0.6696
"savoureux"	3	0	-0.278	0	-0.5519	3	1.0045
"fatalisme"	2	0	-0.1853	0	-0.3679	2	0.6696
"condensé"	2	1	0.4593	0	-0.3679	1	0.148
"péché"	2	0	-0.1853	0	-0.3679	2	0.6696
"tutorial"	3	1	0.3254	0	-0.5519	2	0.3527
"union"	2	0	-0.1853	0	-0.3679	2	0.6696
"chefs-d'œuvre"	2	0	-0.1853	1	0.2431	1	0.148
"automobile"	2	0	-0.1853	0	-0.3679	2	0.6696
"vocal"	3	0	-0.278	1	-0.1399	2	0.3527
"référentiel"	3	0	-0.278	0	-0.5519	3	1.0045
"tabac"	2	0	-0.1853	1	0.2431	1	0.148
"chaussette"	2	1	0.4593	0	-0.3679	1	0.148
"terrestre"	2	0	-0.1853	1	0.2431	1	0.148
"excellemment"	2	0	-0.1853	1	0.2431	1	0.148
"redouter"	3	1	0.3254	1	-0.1399	1	-0.2549
"sucre"	2	2	1.4329	0	-0.3679	0	-0.5394
"truand"	2	0	-0.1853	0	-0.3679	2	0.6696
"rabâcher"	2	1	0.4593	0	-0.3679	1	0.148
"bride"	2	0	-0.1853	1	0.2431	1	0.148
"paver"	2	0	-0.1853	0	-0.3679	2	0.6696
"bagarre"	2	0	-0.1853	0	-0.3679	2	0.6696
"croquis"	2	0	-0.1853	0	-0.3679	2	0.6696
"affilée"	2	1	0.4593	1	0.2431	0	-0.5394
"rassembler"	2	1	0.4593	1	0.2431	0	-0.5394
"deja"	2	0	-0.1853	0	-0.3679	2	0.6696
"serie"	2	0	-0.1853	0	-0.3679	2	0.6696
"confession"	4	1	0.2411	1	-0.2431	2	0.2011
"vexer"	2	1	0.4593	0	-0.3679	1	0.148
"belle"	2	0	-0.1853	0	-0.3679	2	0.6696
"martelage"	2	0	-0.1853	1	0.2431	1	0.148
"confortable"	2	0	-0.1853	0	-0.3679	2	0.6696
"gameplays"	2	0	-0.1853	1	0.2431	1	0.148
"éprendre"	2	0	-0.1853	2	0.9236	0	-0.5394
"renommée"	2	0	-0.1853	1	0.2431	1	0.148
"opposition"	4	0	-0.3706	1	-0.2431	3	0.5874
"pseudo-liberté"	2	1	0.4593	1	0.2431	0	-0.5394
"desservir"	4	1	0.2411	2	0.3678	1	-0.4311
"envelopper"	2	0	-0.1853	0	-0.3679	2	0.6696
"dégouter"	3	2	1.0153	0	-0.5519	1	-0.2549
"anniversaire"	2	0	-0.1853	0	-0.3679	2	0.6696
"poney"	2	0	-0.1853	0	-0.3679	2	0.6696
"pétrir"	2	0	-0.1853	1	0.2431	1	0.148
"cruauté"	2	0	-0.1853	0	-0.3679	2	0.6696
"bétail"	2	0	-0.1853	0	-0.3679	2	0.6696
"paysan"	2	0	-0.1853	0	-0.3679	2	0.6696
"colon"	2	0	-0.1853	0	-0.3679	2	0.6696
"paumé"	6	4	1.834	1	-0.4842	1	-0.8282
"glorieux"	4	1	0.2411	1	-0.2431	2	0.2011
